,train,val,test
0,bfd320d3,1CA26D07,910fae7d
1,E9BB41BE,0EB17121,ae43bef7
2,bbd79ced,a5c24186,efecabc0
3,9674290b,4c3b083b,60ef3025
4,10f8cd5e,668e75ce,1da979ff
5,d6248cf8,638c8e8b,e1440c30
6,ca503755,2f8b4ccb,f62e1d32
7,38d515b4,ea0763b1,7552759a
8,9d583339,3e5b4737,53D2B035
9,8225cfd4,f33af846,66F5343A
10,2caeb5df,1e6bb223,34477dae
11,8FA7DFCD,bf87760d,A762AB76
12,4da187d6,E0FF78EF,116A7D3A
13,13afd793,49598f26,85bc950b
14,b36f9bd5,eeb51a80,26d14577
15,938861e3,0a49c368,7732DE46
16,95280216,4758DFEF,5BF363CE
17,a06c9ca5,C54B9A26,3ed3ae76
18,206c2817,F8F976F5,09207440
19,bbfb3f8b,97ce4fa4,391C74B0
20,a2f02c84,81f8b962,954b3034
21,b85a8293,5A7985BA,b74b690e
22,1bd1c720,95de170e,43959e95
23,D473A2D2,d0314896,2E194BF6
24,69196ce3,ede57976,75AA0FB8
25,6d933fa1,da190cd4,5ada8b8e
26,dc5b8d77,4db19cdf,c13d841b
27,f6512c55,941575cb,46FEF9C4
28,9fca6a91,E437BB00,45952baf
29,85c55ab4,ecceeb39,e8ebf283
30,6a238433,103D5A1F,794eb92f
31,681dd573,3e999548,65794348
32,560b8f9f,a907179e,87afea97
33,f386e709,4b46b786,7796AE2F
34,71ddeb47,6c98ff0d,02168abf
35,67e52764,D9E4CA77,db0ceba9
36,38cdb806,093c64f0,0a5231b0
37,47624bec,3d9c2588,F2848BBF
38,01a24641,a93bd551,4971f9c1
39,39FD616C,cc8df798,52404227
40,bddd6316,c08eeafe,54e2bdc1
41,f79ddc05,1a56e8e5,4942ebf2
42,3501F4D9,d44fdcf0,a29630d2
43,71713A92,b6b950fb,5ec99523
44,5D6F4225,2f2d1b0c,68cf009b
45,53f1ec0a,7DE86788,270f84aa
46,996B7B9A,80afb4f3,96d1ead6
47,E8C5CA5A,c7b1827d,d7e04665
48,bf067de8,8fdfe3f1,eafbba65
49,1F0E0B47,5c88395f,d0dbc3f3
50,FAD9A2F0,4B152639,2b8db692
51,84C9CCDE,614D8D7D,EC2C42B5
52,1CC3099A,AA58FA3E,6EEF0E01
53,39B363CD,3F291515,D2F473F4
54,C6853BCF,F1E38D60,78306056
55,58C308CD,bfba9373,30a61e5b
56,E853A155,F99904A8,D2CA0ADE
57,45890D8B,46835CE2,CA71B178
58,022F845F,473181A7,ABF28359
59,C63E8820,0CCCF11D,EE5F8790
60,17a6b1da,BE2C0D9F,fdcc3157
61,3c2ee8f6,3508B4AD,3a375f5f
62,E44DEEAC,5419F74B,39ab2684
63,48a5a3fc,4B44EEAA,773B7CD9
64,751b1107,93128005,1EDE26CC
65,c0aa462a,66131B27,7295A9F6
66,ea5f7fc4,45CEAD98,059B869D
67,07c9ab3f,48597193,AC19245F
68,44100402,e93c2e87,B8EDB990
69,0F0EECE2,5EE5DC2E,73bc7fb6
70,B27E1027,293A2F6A,64A4FFA5
71,70d1897f,F7F3F097,82831b80
72,55bba0a1,46779418,C7BF0356
73,ac231cfd,c360e990,66FF9A6E
74,e3affffd,FEE0D89A,74ABE42F
75,3d2b326c,1F484841,3EB1265B
76,cb017dff,68B9AD1D,21DE2F39
77,1dc1c4fb,ED8ADE3B,6A86A318
78,9834000b,7639BB1D,a37c0e14
79,1f8b54d9,5F5DB6AD,0B4C4C57
80,e27fcaa7,57F0B96B,04ef7cdf
81,6a40609b,bb749d31,a27d276d
82,caac2fb6,2423E4DC,4957D156
83,be4a0246,aa4e2dd8,CC45F225
84,e6cbc6db,D521C865,3467ceec
85,f3299377,4AF63260,049801b6
86,fd80b9b2,B1F73FC7,6E395B5D
87,da54fc65,F3F992D2,E8D91A02
88,9d3bec1f,3060d47f,AE67F0A7
89,59a3b421,E703D8D9,53c6100e
90,cce78224,913399D7,2b95ca13
91,95cac7ed,128997AA,
92,fbadb1d7,2ba28bc2,
93,29f86b4c,,
94,095921d7,,
95,c77b7558,,
96,262f0e99,,
97,a6ed5255,,
98,e2f7b4ce,,
99,ddae244f,,
100,48d043e8,,
101,fc671377,,
102,b9fadea0,,
103,9f53f9e2,,
104,d66c8a3b,,
105,2738922d,,
106,dc9f48a4,,
107,1b685a91,,
108,565F5F92,,
109,EEA2C1E0,,
110,828E1165,,
111,5632396E,,
112,DD6F1D27,,
113,78EC26B2,,
114,F5625E6F,,
115,887252E8,,
116,C21B27E4,,
117,50F38125,,
118,130EA9F0,,
119,cb882331,,
120,789de56b,,
121,1e9a856a,,
122,beeee877,,
123,87ac4060,,
124,f897b21b,,
125,e50fd25d,,
126,18b6d6e7,,
127,fc6a514f,,
128,05400469,,
129,861325d7,,
130,b584d650,,
131,974f47b6,,
132,615c638d,,
133,24cc8660,,
134,c807152d,,
135,f30694f7,,
136,077e7051,,
137,a53a55ed,,
138,6f3d1ec1,,
139,486396b5,,
140,f56632b8,,
141,d8a5f4f9,,
142,7b5ab331,,
143,2451bdbc,,
144,35a3f505,,
145,d974c34b,,
146,5bb96821,,
147,5b7d8f64,,
148,8bac7e59,,
149,be26bdc8,,
150,3b9a2273,,
151,29d32315,,
152,5f6fa5de,,
153,bf24e85e,,
154,69e0e4d9,,
155,6d00ac00,,
156,a998cc6f,,
157,c985d6a4,,
158,c3874ffc,,
159,8872dd8e,,
160,8ea2278c,,
161,dd230cfa,,
162,6cc0b334,,
163,92c7c348,,
164,b5b74b2d,,
165,4ce81ca5,,
166,9a23a831,,
167,c454abac,,
168,e7b639f3,,
169,c4bb0354,,
170,4276ecc3,,
171,0c13b082,,
172,a33f52a7,,
173,d780158b,,
174,22597d5c,,
175,18c475a1,,
176,1d063483,,
177,d3846058,,
178,ceef08c2,,
179,979ac1bc,,
180,b3511f16,,
181,1e328b6f,,
182,866ea89f,,
183,90c14c89,,
184,657d1abf,,
185,ef46368c,,
186,4e1e4ab7,,
187,c36faa05,,
188,67cc16d6,,
189,7f3da3a1,,
190,54659e9f,,
191,2ff53d7a,,
192,95E8398F,,
193,0963305A,,
194,38991588,,
195,B944523E,,
196,A964B9A3,,
197,CE682056,,
198,33EAAB31,,
199,4B82DB9B,,
200,C39D94E4,,
201,E7A9735A,,
202,7B74D046,,
203,14E6C96C,,
204,3C25F016,,
205,A584930A,,
206,4CD542E0,,
207,5E9F7E8F,,
208,056F80C3,,
209,9076806D,,
210,C4089710,,
211,7C8DAACB,,
212,D37DAF6F,,
213,F720CF55,,
214,6DB22AEA,,
215,D6315769,,
216,12558019,,
217,3B9E62AC,,
218,28805E39,,
219,47D39794,,
220,9C306902,,
221,FC5811FB,,
222,103EF882,,
223,ADD3D7FE,,
224,590b650c,,
225,8ed78985,,
226,49d7d740,,
227,7e206961,,
228,b7ed6f65,,
229,25615528,,
230,e2dfdd69,,
231,30906c32,,
232,0075f8d7,,
233,182dfca9,,
234,912c5a3d,,
235,2f753bb4,,
236,97991078,,
237,3b4b3a5f,,
238,b40b5355,,
239,9f97b4b6,,
240,c2a2e876,,
241,6fe545db,,
242,46854f1c,,
243,6c63360c,,
244,b037f17b,,
245,14bd85dc,,
246,71305f5c,,
247,3f676d40,,
248,9eb12eba,,
249,f3ea98d5,,
250,e78eaded,,
251,0915cb6f,,
252,05212dc9,,
253,46d61a35,,
254,98cb6ac9,,
