,train,val,test
0,bfd320d3,39FD616C,1b6e44b4
1,9674290b,35a3f505,68cf009b
2,10f8cd5e,f27af4bd,fbadb1d7
3,38d515b4,48d043e8,c87c39f4
4,81f8b962,7DE86788,caac2fb6
5,9d583339,0c13b082,eeb51a80
6,8225cfd4,24cc8660,a455181a
7,53D2B035,857a5a60,103D5A1F
8,2caeb5df,910fae7d,1bc4a76e
9,8FA7DFCD,6839921f,05212dc9
10,4da187d6,1dc1c4fb,01a24641
11,13afd793,751b1107,5c3baf64
12,b36f9bd5,43959e95,d8a5f4f9
13,938861e3,0963305A,6c63360c
14,206c2817,7300af72,D473A2D2
15,bbfb3f8b,73c27995,C63E8820
16,a2f02c84,ca503755,C21B27E4
17,b85a8293,6fe545db,d0dbc3f3
18,1bd1c720,f2aac4d2,49d7d740
19,69196ce3,F23402E5,4758DFEF
20,6d933fa1,E7A9735A,8fdfe3f1
21,dc5b8d77,95280216,182dfca9
22,f6512c55,A964B9A3,7e349a4e
23,9fca6a91,14bd85dc,96ee3f26
24,85c55ab4,a932e2c0,76B5A794
25,681dd573,bbd79ced,1e6bb223
26,f386e709,47624bec,f07e128b
27,71ddeb47,560b8f9f,e8ebf283
28,67e52764,1e328b6f,FAD9A2F0
29,38cdb806,5ec99523,2b8db692
30,c7b1827d,E9BB41BE,bf87760d
31,bddd6316,f8058caa,28eeb5c3
32,f79ddc05,26d14577,1fd7ba5f
33,3501F4D9,e965a765,78DA0827
34,71713A92,f9c84121,65794348
35,5D6F4225,2738922d,d6248cf8
36,996B7B9A,46854f1c,0F0EECE2
37,E8C5CA5A,a06c9ca5,db0ceba9
38,ea0763b1,66c716c2,dd230cfa
39,bf067de8,53f1ec0a,6a238433
40,1F0E0B47,E437BB00,F7C8BE3C
41,3ed3ae76,6cc0b334,140EAE71
42,84C9CCDE,ADA07C08,b037f17b
43,1CC3099A,372B4225,3e5b4737
44,39B363CD,828E1165,6a40609b
45,C6853BCF,0dc0a4bf,1e9a856a
46,58C308CD,d9298d58,3e999548
47,E853A155,F2848BBF,0075f8d7
48,45890D8B,b5b74b2d,873A695C
49,022F845F,7B74D046,B9EFDA21
50,17a6b1da,077e7051,974f47b6
51,3c2ee8f6,5419F74B,95de170e
52,E44DEEAC,01d72f6a,0fe86143
53,48a5a3fc,e6265e77,A90EB3F7
54,c0aa462a,49B2A361,D2F473F4
55,ea5f7fc4,D4136A31,BC340CDF
56,07c9ab3f,E1FCB533,30C1C11C
57,44100402,bc0857e2,D5284A3E
58,B27E1027,AA58FA3E,78306056
59,70d1897f,13E1C61C,FA31AC9B
60,55bba0a1,30a61e5b,c3febc9e
61,b74b690e,1D2AB7D2,8CBB8760
62,ac231cfd,8E4372BE,CA71B178
63,e3affffd,938976FB,EC2C42B5
64,3d2b326c,14b4beda,70CE98C1
65,a5c24186,F4174F1A,ED8ADE3B
66,cb017dff,45FC82C6,D8BA1689
67,9834000b,21DE2F39,4F669BCD
68,1f8b54d9,FEE0D89A,d68bdc5e
69,e27fcaa7,AEA9169D,ACCD40B6
70,f33af846,30EA1B30,94DDB53B
71,be4a0246,68B9AD1D,B29C89E1
72,e6cbc6db,C7BF0356,aa4e2dd8
73,f3299377,66FF9A6E,D00486C1
74,fd80b9b2,71EDB6C0,9E4D3873
75,da54fc65,91B936FA,41A4F992
76,9d3bec1f,5D3D0A33,9D40DC57
77,59a3b421,6D7F0FFA,2ba28bc2
78,cce78224,37B2C4DC,91ba65ea
79,95cac7ed,273810f2,a27d276d
80,5c88395f,7E7ED612,DFEAF807
81,29f86b4c,c3079ce3,005D0B63
82,095921d7,12419A50,8A9B8934
83,c77b7558,129F53E0,D3D3BDE3
84,262f0e99,AC19245F,BC50439D
85,a6ed5255,D521C865,2A001EAC
86,5ada8b8e,29FBDF7D,08AE47C1
87,e2f7b4ce,E35ED527,CC45F225
88,ddae244f,A8A28E5B,F86A4811
89,fc671377,E4E81CA8,B7D8DCCE
90,b9fadea0,f3a4da33,9c2239e4
91,9f53f9e2,BC6D7CCB,7E42A7A6
92,d66c8a3b,,BC6BD21E
93,dc9f48a4,,
94,1b685a91,,
95,4b46b786,,
96,565F5F92,,
97,EEA2C1E0,,
98,5632396E,,
99,DD6F1D27,,
100,78EC26B2,,
101,F5625E6F,,
102,887252E8,,
103,50F38125,,
104,130EA9F0,,
105,cb882331,,
106,efecabc0,,
107,789de56b,,
108,beeee877,,
109,87ac4060,,
110,f897b21b,,
