,train,val,test
E9BB41BE,True,False,False
bbd79ced,True,False,False
10f8cd5e,True,False,False
ca503755,True,False,False
38d515b4,True,False,False
81f8b962,True,False,False
9d583339,True,False,False
43959e95,True,False,False
2caeb5df,True,False,False
4da187d6,True,False,False
13afd793,True,False,False
F2848BBF,True,False,False
938861e3,True,False,False
a06c9ca5,True,False,False
206c2817,True,False,False
bbfb3f8b,True,False,False
b85a8293,True,False,False
1bd1c720,True,False,False
69196ce3,True,False,False
6d933fa1,True,False,False
9fca6a91,True,False,False
85c55ab4,True,False,False
6a238433,True,False,False
681dd573,True,False,False
560b8f9f,True,False,False
f386e709,True,False,False
67e52764,True,False,False
47624bec,True,False,False
c7b1827d,True,False,False
01a24641,True,False,False
39FD616C,True,False,False
65794348,True,False,False
bddd6316,True,False,False
f79ddc05,True,False,False
E437BB00,True,False,False
3501F4D9,True,False,False
71713A92,True,False,False
996B7B9A,True,False,False
ea0763b1,True,False,False
FAD9A2F0,True,False,False
3ed3ae76,True,False,False
84C9CCDE,True,False,False
C6853BCF,True,False,False
58C308CD,True,False,False
E853A155,True,False,False
45890D8B,True,False,False
022F845F,True,False,False
C63E8820,True,False,False
17a6b1da,True,False,False
3c2ee8f6,True,False,False
E44DEEAC,True,False,False
48a5a3fc,True,False,False
751b1107,True,False,False
d0dbc3f3,True,False,False
c0aa462a,True,False,False
ea5f7fc4,True,False,False
07c9ab3f,True,False,False
44100402,True,False,False
0F0EECE2,True,False,False
B27E1027,True,False,False
70d1897f,True,False,False
55bba0a1,True,False,False
b74b690e,True,False,False
ac231cfd,True,False,False
3d2b326c,True,False,False
a5c24186,True,False,False
cb017dff,True,False,False
1dc1c4fb,True,False,False
1f8b54d9,True,False,False
26d14577,True,False,False
f33af846,True,False,False
caac2fb6,True,False,False
e6cbc6db,True,False,False
f3299377,True,False,False
1e6bb223,True,False,False
fd80b9b2,True,False,False
da54fc65,True,False,False
9d3bec1f,True,False,False
59a3b421,True,False,False
95cac7ed,True,False,False
5c88395f,True,False,False
fbadb1d7,True,False,False
29f86b4c,True,False,False
095921d7,True,False,False
c77b7558,True,False,False
262f0e99,True,False,False
a6ed5255,True,False,False
5ada8b8e,True,False,False
e2f7b4ce,True,False,False
