,train,val,test
0,bfd320d3,5D6F4225,a06c9ca5
1,E9BB41BE,efecabc0,1CA26D07
2,bbd79ced,103EF882,f30694f7
3,9674290b,f27af4bd,87afea97
4,10f8cd5e,90c14c89,48a5a3fc
5,d6248cf8,14bd85dc,01a24641
6,ca503755,09207440,f56632b8
7,38d515b4,14E6C96C,53D2B035
8,8225cfd4,0F0EECE2,0a49c368
9,43959e95,b037f17b,97ce4fa4
10,2caeb5df,f83b5cb0,44100402
11,8FA7DFCD,dc8a5519,912c5a3d
12,4da187d6,c87c39f4,bf24e85e
13,b36f9bd5,7C8DAACB,614D8D7D
14,F2848BBF,9d583339,095921d7
15,938861e3,5c3baf64,E319BB3C
16,95280216,300c3ae5,f62e1d32
17,206c2817,55bba0a1,9b3a2c5c
18,bbfb3f8b,2f2d1b0c,96d1ead6
19,a2f02c84,d7e64bbb,55205080
20,b85a8293,560b8f9f,ddae244f
21,D473A2D2,7C46D299,6c98ff0d
22,69196ce3,103D5A1F,FC717D92
23,6d933fa1,64CF8817,3B036C1D
24,dc5b8d77,1e6bb223,87A6A24E
25,f6512c55,828E1165,996B7B9A
26,9fca6a91,b682d92b,7d4f557d
27,85c55ab4,D6315769,5632396E
28,6a238433,badbc354,9DC91DB0
29,f386e709,D9E4CA77,95cac7ed
30,71ddeb47,3e7c6f3c,c13d841b
31,67e52764,24cc8660,9f97b4b6
32,38cdb806,29c82ff0,3ff31173
33,47624bec,a907179e,5F2DDC1A
34,c7b1827d,4e1e4ab7,49598f26
35,39FD616C,5E9F7E8F,ddd18b71
36,65794348,1bd1c720,49822621
37,bddd6316,81f8b962,470c0bee
38,f79ddc05,c454abac,c985d6a4
39,E437BB00,4B152639,6f3d1ec1
40,3501F4D9,2f9e8c7f,056F80C3
41,71713A92,dd230cfa,d1a9878e
42,53f1ec0a,eac31fe2,e2bbe417
43,E8C5CA5A,6d00ac00,e954ae94
44,ea0763b1,54659e9f,0EDB6818
45,bf067de8,a455181a,e50fd25d
46,1F0E0B47,13afd793,b52a09b0
47,FAD9A2F0,22597d5c,1fd7ba5f
48,3ed3ae76,4b46b786,369e0c80
49,84C9CCDE,fbadb1d7,d33b7c17
50,1CC3099A,681dd573,e6cbc6db
51,39B363CD,e5aeff79,18c475a1
52,C6853BCF,ABAA5DC6,3c2ee8f6
53,58C308CD,0DCDED5B,D2F473F4
54,E853A155,a0dac779,4AE64138
55,45890D8B,1D2AB7D2,D4136A31
56,022F845F,8192F868,1F6EC843
57,C63E8820,F827AA8C,26F9BF86
58,17a6b1da,95A5FA25,57C4FD28
59,E44DEEAC,5011C41F,C99CCFC7
60,751b1107,01d72f6a,4B44EEAA
61,d0dbc3f3,0285FDDF,c3febc9e
62,c0aa462a,47C5A937,2447532C
63,ea5f7fc4,128997AA,4EC063E2
64,07c9ab3f,B8EDB990,4D45F809
65,B27E1027,21DE2F39,5EE5DC2E
66,70d1897f,290a8bb2,dfc7df2a
