,train,val,test
bfd320d3,True,False,False
9674290b,True,False,False
10f8cd5e,True,False,False
38d515b4,True,False,False
81f8b962,True,False,False
9d583339,True,False,False
8225cfd4,True,False,False
53D2B035,True,False,False
2caeb5df,True,False,False
8FA7DFCD,True,False,False
4da187d6,True,False,False
13afd793,True,False,False
b36f9bd5,True,False,False
938861e3,True,False,False
206c2817,True,False,False
bbfb3f8b,True,False,False
a2f02c84,True,False,False
b85a8293,True,False,False
1bd1c720,True,False,False
69196ce3,True,False,False
6d933fa1,True,False,False
dc5b8d77,True,False,False
f6512c55,True,False,False
9fca6a91,True,False,False
85c55ab4,True,False,False
681dd573,True,False,False
f386e709,True,False,False
71ddeb47,True,False,False
67e52764,True,False,False
38cdb806,True,False,False
c7b1827d,True,False,False
bddd6316,True,False,False
f79ddc05,True,False,False
3501F4D9,True,False,False
71713A92,True,False,False
5D6F4225,True,False,False
996B7B9A,True,False,False
E8C5CA5A,True,False,False
ea0763b1,True,False,False
bf067de8,True,False,False
1F0E0B47,True,False,False
3ed3ae76,True,False,False
84C9CCDE,True,False,False
1CC3099A,True,False,False
39B363CD,True,False,False
C6853BCF,True,False,False
58C308CD,True,False,False
E853A155,True,False,False
45890D8B,True,False,False
022F845F,True,False,False
17a6b1da,True,False,False
3c2ee8f6,True,False,False
E44DEEAC,True,False,False
48a5a3fc,True,False,False
c0aa462a,True,False,False
ea5f7fc4,True,False,False
07c9ab3f,True,False,False
44100402,True,False,False
B27E1027,True,False,False
70d1897f,True,False,False
55bba0a1,True,False,False
b74b690e,True,False,False
ac231cfd,True,False,False
e3affffd,True,False,False
3d2b326c,True,False,False
a5c24186,True,False,False
cb017dff,True,False,False
9834000b,True,False,False
1f8b54d9,True,False,False
e27fcaa7,True,False,False
f33af846,True,False,False
be4a0246,True,False,False
e6cbc6db,True,False,False
f3299377,True,False,False
fd80b9b2,True,False,False
da54fc65,True,False,False
9d3bec1f,True,False,False
59a3b421,True,False,False
cce78224,True,False,False
95cac7ed,True,False,False
5c88395f,True,False,False
29f86b4c,True,False,False
095921d7,True,False,False
c77b7558,True,False,False
262f0e99,True,False,False
a6ed5255,True,False,False
5ada8b8e,True,False,False
e2f7b4ce,True,False,False
ddae244f,True,False,False
fc671377,True,False,False
b9fadea0,True,False,False
9f53f9e2,True,False,False
d66c8a3b,True,False,False
dc9f48a4,True,False,False
1b685a91,True,False,False
4b46b786,True,False,False
565F5F92,True,False,False
EEA2C1E0,True,False,False
5632396E,True,False,False
DD6F1D27,True,False,False
78EC26B2,True,False,False
F5625E6F,True,False,False
887252E8,True,False,False
50F38125,True,False,False
130EA9F0,True,False,False
cb882331,True,False,False
efecabc0,True,False,False
789de56b,True,False,False
beeee877,True,False,False
87ac4060,True,False,False
f897b21b,True,False,False
e50fd25d,True,False,False
18b6d6e7,True,False,False
1a56e8e5,True,False,False
fc6a514f,True,False,False
05400469,True,False,False
a29630d2,True,False,False
861325d7,True,False,False
e1440c30,True,False,False
b584d650,True,False,False
615c638d,True,False,False
c807152d,True,False,False
f30694f7,True,False,False
0a49c368,True,False,False
a53a55ed,True,False,False
d7e04665,True,False,False
6f3d1ec1,True,False,False
486396b5,True,False,False
f56632b8,True,False,False
c13d841b,True,False,False
7b5ab331,True,False,False
2451bdbc,True,False,False
97ce4fa4,True,False,False
d974c34b,True,False,False
5bb96821,True,False,False
1da979ff,True,False,False
5b7d8f64,True,False,False
8bac7e59,True,False,False
be26bdc8,True,False,False
3b9a2273,True,False,False
29d32315,True,False,False
ede57976,True,False,False
5f6fa5de,True,False,False
bf24e85e,True,False,False
69e0e4d9,True,False,False
6d00ac00,True,False,False
a998cc6f,True,False,False
c985d6a4,True,False,False
c3874ffc,True,False,False
8872dd8e,True,False,False
8ea2278c,True,False,False
954b3034,True,False,False
92c7c348,True,False,False
4ce81ca5,True,False,False
794eb92f,True,False,False
02168abf,True,False,False
9a23a831,True,False,False
c454abac,True,False,False
c08eeafe,True,False,False
e7b639f3,True,False,False
c4bb0354,True,False,False
941575cb,True,False,False
ecceeb39,True,False,False
4276ecc3,True,False,False
a33f52a7,True,False,False
d780158b,True,False,False
22597d5c,True,False,False
18c475a1,True,False,False
1d063483,True,False,False
7552759a,True,False,False
d3846058,True,False,False
ceef08c2,True,False,False
979ac1bc,True,False,False
b3511f16,True,False,False
d44fdcf0,True,False,False
866ea89f,True,False,False
90c14c89,True,False,False
657d1abf,True,False,False
ef46368c,True,False,False
4e1e4ab7,True,False,False
c36faa05,True,False,False
67cc16d6,True,False,False
7f3da3a1,True,False,False
4c3b083b,True,False,False
54659e9f,True,False,False
2ff53d7a,True,False,False
95E8398F,True,False,False
38991588,True,False,False
B944523E,True,False,False
614D8D7D,True,False,False
0EB17121,True,False,False
CE682056,True,False,False
33EAAB31,True,False,False
4B82DB9B,True,False,False
C39D94E4,True,False,False
14E6C96C,True,False,False
66F5343A,True,False,False
3C25F016,True,False,False
A584930A,True,False,False
4CD542E0,True,False,False
5E9F7E8F,True,False,False
7732DE46,True,False,False
056F80C3,True,False,False
9076806D,True,False,False
C4089710,True,False,False
7C8DAACB,True,False,False
D37DAF6F,True,False,False
75AA0FB8,True,False,False
F720CF55,True,False,False
5A7985BA,True,False,False
6DB22AEA,True,False,False
D6315769,True,False,False
D9E4CA77,True,False,False
12558019,True,False,False
3B9E62AC,True,False,False
28805E39,True,False,False
47D39794,True,False,False
9C306902,True,False,False
FC5811FB,True,False,False
103EF882,True,False,False
ADD3D7FE,True,False,False
590b650c,True,False,False
2f8b4ccb,True,False,False
8ed78985,True,False,False
4971f9c1,True,False,False
7e206961,True,False,False
b7ed6f65,True,False,False
80afb4f3,True,False,False
25615528,True,False,False
e2dfdd69,True,False,False
30906c32,True,False,False
912c5a3d,True,False,False
2f753bb4,True,False,False
97991078,True,False,False
3b4b3a5f,True,False,False
da190cd4,True,False,False
b40b5355,True,False,False
9f97b4b6,True,False,False
c2a2e876,True,False,False
71305f5c,True,False,False
3f676d40,True,False,False
9eb12eba,True,False,False
87afea97,True,False,False
f3ea98d5,True,False,False
e78eaded,True,False,False
0915cb6f,True,False,False
46d61a35,True,False,False
98cb6ac9,True,False,False
3d9c2588,True,False,False
55205080,True,False,False
54e2bdc1,True,False,False
e906e855,True,False,False
09207440,True,False,False
488e6d8d,True,False,False
2fed8120,True,False,False
550d2568,True,False,False
29c82ff0,True,False,False
69bb79f8,True,False,False
9b3a2c5c,True,False,False
eac31fe2,True,False,False
4f173713,True,False,False
badbc354,True,False,False
b52a09b0,True,False,False
52baec4e,True,False,False
1e36aacb,True,False,False
564e51a3,True,False,False
2c11c70b,True,False,False
7d4f557d,True,False,False
48fbc5d2,True,False,False
d847a765,True,False,False
0efec19e,True,False,False
ea9b8cee,True,False,False
3e7c6f3c,True,False,False
12a9fb4e,True,False,False
6d846ab5,True,False,False
d0314896,True,False,False
b9739d1e,True,False,False
ae43bef7,True,False,False
2f2d1b0c,True,False,False
d6f8427f,True,False,False
e954ae94,True,False,False
9c4f716d,True,False,False
4d59b151,True,False,False
accba421,True,False,False
cc8df798,True,False,False
7c434449,True,False,False
f84b4982,True,False,False
b682d92b,True,False,False
d4aa0ed3,True,False,False
638c8e8b,True,False,False
cfffe175,True,False,False
4942ebf2,True,False,False
a907179e,True,False,False
396df9e6,True,False,False
85bc950b,True,False,False
3ff31173,True,False,False
4db19cdf,True,False,False
d1a9878e,True,False,False
d7e64bbb,True,False,False
E4AA3C18,True,False,False
E38DB70A,True,False,False
2f9e8c7f,True,False,False
dc8a5519,True,False,False
52404227,True,False,False
470c0bee,True,False,False
c82ae31e,True,False,False
f62e1d32,True,False,False
65910977,True,False,False
87f21980,True,False,False
56cfd26c,True,False,False
300c3ae5,True,False,False
d99a7299,True,False,False
330bdb6c,True,False,False
f3009cdc,True,False,False
497ddcb5,True,False,False
6c9000ef,True,False,False
3c39f9b9,True,False,False
3a375f5f,True,False,False
830e3f78,True,False,False
3F291515,True,False,False
bfba9373,True,False,False
5826ea77,True,False,False
85fe33f4,True,False,False
eb0da21c,True,False,False
a0dac779,True,False,False
e5aeff79,True,False,False
fdcc3157,True,False,False
af2fc9c2,True,False,False
47C5A937,True,False,False
0285FDDF,True,False,False
DB2F9FFE,True,False,False
F9FDAB2C,True,False,False
4EB39EA8,True,False,False
4D45F809,True,False,False
C73F6879,True,False,False
95A5FA25,True,False,False
57A47A81,True,False,False
592BC1BB,True,False,False
F827AA8C,True,False,False
CB5F5330,True,False,False
E145D87F,True,False,False
376DD52D,True,False,False
15311E57,True,False,False
26F9BF86,True,False,False
EE5F8790,True,False,False
4EC063E2,True,False,False
8B2A5B0B,True,False,False
473181A7,True,False,False
8192F868,True,False,False
BAEA4392,True,False,False
4AE64138,True,False,False
99219621,True,False,False
0CCCF11D,True,False,False
573F2559,True,False,False
1106521B,True,False,False
F99904A8,True,False,False
528E053C,True,False,False
D2CA0ADE,True,False,False
46835CE2,True,False,False
A97D876A,True,False,False
BDC7C35E,True,False,False
6DE4C2C4,True,False,False
F405475A,True,False,False
07B19B85,True,False,False
ABF28359,True,False,False
E6434A29,True,False,False
3AEF89FD,True,False,False
25A52BAA,True,False,False
EAA44029,True,False,False
B62772BA,True,False,False
F1E38D60,True,False,False
0A459BE8,True,False,False
458F977B,True,False,False
755C4693,True,False,False
B16A8F4B,True,False,False
6EEF0E01,True,False,False
0D9559B0,True,False,False
89C0449A,True,False,False
3ADEDD93,True,False,False
B1F73FC7,True,False,False
F3F992D2,True,False,False
cb28f651,True,False,False
c08ae7f5,True,False,False
76bba2e9,True,False,False
