,train,val,test
bfd320d3,True,False,False
E9BB41BE,True,False,False
bbd79ced,True,False,False
9674290b,True,False,False
d6248cf8,True,False,False
38d515b4,True,False,False
81f8b962,True,False,False
9d583339,True,False,False
8225cfd4,True,False,False
43959e95,True,False,False
53D2B035,True,False,False
2caeb5df,True,False,False
8FA7DFCD,True,False,False
13afd793,True,False,False
F2848BBF,True,False,False
95280216,True,False,False
a06c9ca5,True,False,False
206c2817,True,False,False
bbfb3f8b,True,False,False
a2f02c84,True,False,False
b85a8293,True,False,False
1bd1c720,True,False,False
D473A2D2,True,False,False
69196ce3,True,False,False
6d933fa1,True,False,False
dc5b8d77,True,False,False
f6512c55,True,False,False
85c55ab4,True,False,False
6a238433,True,False,False
681dd573,True,False,False
560b8f9f,True,False,False
f386e709,True,False,False
67e52764,True,False,False
47624bec,True,False,False
c7b1827d,True,False,False
01a24641,True,False,False
39FD616C,True,False,False
bddd6316,True,False,False
f79ddc05,True,False,False
E437BB00,True,False,False
3501F4D9,True,False,False
71713A92,True,False,False
5D6F4225,True,False,False
53f1ec0a,True,False,False
996B7B9A,True,False,False
E8C5CA5A,True,False,False
ea0763b1,True,False,False
bf067de8,True,False,False
FAD9A2F0,True,False,False
3ed3ae76,True,False,False
1CC3099A,True,False,False
39B363CD,True,False,False
C6853BCF,True,False,False
58C308CD,True,False,False
E853A155,True,False,False
45890D8B,True,False,False
C63E8820,True,False,False
17a6b1da,True,False,False
3c2ee8f6,True,False,False
E44DEEAC,True,False,False
48a5a3fc,True,False,False
751b1107,True,False,False
c0aa462a,True,False,False
ea5f7fc4,True,False,False
07c9ab3f,True,False,False
0F0EECE2,True,False,False
B27E1027,True,False,False
70d1897f,True,False,False
b74b690e,True,False,False
ac231cfd,True,False,False
e3affffd,True,False,False
3d2b326c,True,False,False
cb017dff,True,False,False
1dc1c4fb,True,False,False
9834000b,True,False,False
1f8b54d9,True,False,False
e27fcaa7,True,False,False
26d14577,True,False,False
f33af846,True,False,False
6a40609b,True,False,False
caac2fb6,True,False,False
be4a0246,True,False,False
e6cbc6db,True,False,False
f3299377,True,False,False
fd80b9b2,True,False,False
da54fc65,True,False,False
9d3bec1f,True,False,False
59a3b421,True,False,False
cce78224,True,False,False
95cac7ed,True,False,False
5c88395f,True,False,False
29f86b4c,True,False,False
095921d7,True,False,False
c77b7558,True,False,False
262f0e99,True,False,False
a6ed5255,True,False,False
e2f7b4ce,True,False,False
ddae244f,True,False,False
48d043e8,True,False,False
b9fadea0,True,False,False
9f53f9e2,True,False,False
2738922d,True,False,False
dc9f48a4,True,False,False
4b46b786,True,False,False
828E1165,True,False,False
5632396E,True,False,False
DD6F1D27,True,False,False
78EC26B2,True,False,False
C21B27E4,True,False,False
50F38125,True,False,False
130EA9F0,True,False,False
cb882331,True,False,False
efecabc0,True,False,False
beeee877,True,False,False
87ac4060,True,False,False
f897b21b,True,False,False
e50fd25d,True,False,False
18b6d6e7,True,False,False
1a56e8e5,True,False,False
fc6a514f,True,False,False
05400469,True,False,False
a29630d2,True,False,False
861325d7,True,False,False
e1440c30,True,False,False
b584d650,True,False,False
974f47b6,True,False,False
24cc8660,True,False,False
c807152d,True,False,False
f30694f7,True,False,False
077e7051,True,False,False
0a49c368,True,False,False
a53a55ed,True,False,False
d7e04665,True,False,False
6f3d1ec1,True,False,False
eeb51a80,True,False,False
f56632b8,True,False,False
7b5ab331,True,False,False
2451bdbc,True,False,False
5bb96821,True,False,False
1da979ff,True,False,False
5b7d8f64,True,False,False
be26bdc8,True,False,False
ede57976,True,False,False
5f6fa5de,True,False,False
bf24e85e,True,False,False
6d00ac00,True,False,False
a998cc6f,True,False,False
c985d6a4,True,False,False
c3874ffc,True,False,False
8872dd8e,True,False,False
dd230cfa,True,False,False
6cc0b334,True,False,False
92c7c348,True,False,False
b5b74b2d,True,False,False
4ce81ca5,True,False,False
02168abf,True,False,False
9a23a831,True,False,False
c454abac,True,False,False
e7b639f3,True,False,False
8fdfe3f1,True,False,False
c4bb0354,True,False,False
941575cb,True,False,False
ecceeb39,True,False,False
0c13b082,True,False,False
a33f52a7,True,False,False
d780158b,True,False,False
22597d5c,True,False,False
1d063483,True,False,False
7552759a,True,False,False
d3846058,True,False,False
979ac1bc,True,False,False
1e328b6f,True,False,False
d44fdcf0,True,False,False
90c14c89,True,False,False
657d1abf,True,False,False
ef46368c,True,False,False
4e1e4ab7,True,False,False
c36faa05,True,False,False
7f3da3a1,True,False,False
4c3b083b,True,False,False
54659e9f,True,False,False
2ff53d7a,True,False,False
95E8398F,True,False,False
0963305A,True,False,False
38991588,True,False,False
A964B9A3,True,False,False
614D8D7D,True,False,False
0EB17121,True,False,False
CE682056,True,False,False
33EAAB31,True,False,False
4B82DB9B,True,False,False
C39D94E4,True,False,False
E7A9735A,True,False,False
14E6C96C,True,False,False
66F5343A,True,False,False
3C25F016,True,False,False
A584930A,True,False,False
4CD542E0,True,False,False
5E9F7E8F,True,False,False
7732DE46,True,False,False
056F80C3,True,False,False
C4089710,True,False,False
D37DAF6F,True,False,False
F720CF55,True,False,False
5A7985BA,True,False,False
D6315769,True,False,False
D9E4CA77,True,False,False
12558019,True,False,False
3B9E62AC,True,False,False
28805E39,True,False,False
103EF882,True,False,False
590b650c,True,False,False
2f8b4ccb,True,False,False
8ed78985,True,False,False
4971f9c1,True,False,False
49d7d740,True,False,False
b7ed6f65,True,False,False
80afb4f3,True,False,False
25615528,True,False,False
e2dfdd69,True,False,False
0075f8d7,True,False,False
182dfca9,True,False,False
912c5a3d,True,False,False
2f753bb4,True,False,False
97991078,True,False,False
3b4b3a5f,True,False,False
da190cd4,True,False,False
b40b5355,True,False,False
9f97b4b6,True,False,False
c2a2e876,True,False,False
6fe545db,True,False,False
5ec99523,True,False,False
6c63360c,True,False,False
14bd85dc,True,False,False
71305f5c,True,False,False
9eb12eba,True,False,False
87afea97,True,False,False
e8ebf283,True,False,False
f3ea98d5,True,False,False
e78eaded,True,False,False
0915cb6f,True,False,False
05212dc9,True,False,False
46d61a35,True,False,False
55205080,True,False,False
54e2bdc1,True,False,False
e906e855,True,False,False
09207440,True,False,False
f2aac4d2,True,False,False
488e6d8d,True,False,False
2fed8120,True,False,False
f27af4bd,True,False,False
550d2568,True,False,False
29c82ff0,True,False,False
69bb79f8,True,False,False
9b3a2c5c,True,False,False
4f173713,True,False,False
badbc354,True,False,False
d9298d58,True,False,False
52baec4e,True,False,False
0dc0a4bf,True,False,False
1e36aacb,True,False,False
564e51a3,True,False,False
2c11c70b,True,False,False
66c716c2,True,False,False
7d4f557d,True,False,False
c87c39f4,True,False,False
db0ceba9,True,False,False
f07e128b,True,False,False
d847a765,True,False,False
0efec19e,True,False,False
ea9b8cee,True,False,False
3e7c6f3c,True,False,False
3e999548,True,False,False
7e349a4e,True,False,False
6d846ab5,True,False,False
d0314896,True,False,False
7300af72,True,False,False
b9739d1e,True,False,False
ae43bef7,True,False,False
2f2d1b0c,True,False,False
d6f8427f,True,False,False
e954ae94,True,False,False
9c4f716d,True,False,False
4d59b151,True,False,False
accba421,True,False,False
cc8df798,True,False,False
7c434449,True,False,False
b682d92b,True,False,False
e965a765,True,False,False
d4aa0ed3,True,False,False
cfffe175,True,False,False
1bc4a76e,True,False,False
4942ebf2,True,False,False
a907179e,True,False,False
396df9e6,True,False,False
910fae7d,True,False,False
857a5a60,True,False,False
d1a9878e,True,False,False
d7e64bbb,True,False,False
E4AA3C18,True,False,False
E38DB70A,True,False,False
2b8db692,True,False,False
2f9e8c7f,True,False,False
dc8a5519,True,False,False
52404227,True,False,False
470c0bee,True,False,False
28eeb5c3,True,False,False
c82ae31e,True,False,False
65910977,True,False,False
369e0c80,True,False,False
270f84aa,True,False,False
01d72f6a,True,False,False
330bdb6c,True,False,False
0fe86143,True,False,False
f3009cdc,True,False,False
497ddcb5,True,False,False
6c9000ef,True,False,False
30a61e5b,True,False,False
3c39f9b9,True,False,False
3F291515,True,False,False
bfba9373,True,False,False
c3febc9e,True,False,False
eb0da21c,True,False,False
a0dac779,True,False,False
e5aeff79,True,False,False
e6265e77,True,False,False
af2fc9c2,True,False,False
47C5A937,True,False,False
0285FDDF,True,False,False
DB2F9FFE,True,False,False
4EB39EA8,True,False,False
4D45F809,True,False,False
C73F6879,True,False,False
95A5FA25,True,False,False
57A47A81,True,False,False
592BC1BB,True,False,False
F827AA8C,True,False,False
AA58FA3E,True,False,False
E145D87F,True,False,False
376DD52D,True,False,False
15311E57,True,False,False
A90EB3F7,True,False,False
26F9BF86,True,False,False
EE5F8790,True,False,False
4EC063E2,True,False,False
1D2AB7D2,True,False,False
FA31AC9B,True,False,False
8B2A5B0B,True,False,False
CA71B178,True,False,False
473181A7,True,False,False
8192F868,True,False,False
D4136A31,True,False,False
4AE64138,True,False,False
99219621,True,False,False
0CCCF11D,True,False,False
573F2559,True,False,False
F99904A8,True,False,False
528E053C,True,False,False
D2CA0ADE,True,False,False
46835CE2,True,False,False
A97D876A,True,False,False
BDC7C35E,True,False,False
5419F74B,True,False,False
6DE4C2C4,True,False,False
F405475A,True,False,False
07B19B85,True,False,False
ABF28359,True,False,False
49B2A361,True,False,False
25A52BAA,True,False,False
B62772BA,True,False,False
F1E38D60,True,False,False
0A459BE8,True,False,False
D2F473F4,True,False,False
458F977B,True,False,False
755C4693,True,False,False
6EEF0E01,True,False,False
0D9559B0,True,False,False
8E4372BE,True,False,False
938976FB,True,False,False
C7BF0356,True,False,False
66FF9A6E,True,False,False
B1F73FC7,True,False,False
F3F992D2,True,False,False
cb28f651,True,False,False
91e4a568,True,False,False
c3079ce3,True,False,False
39db8eab,True,False,False
96946ff8,True,False,False
2b95ca13,True,False,False
200621df,True,False,False
d3da6f16,True,False,False
8dfe43ac,True,False,False
290a8bb2,True,False,False
3060d47f,True,False,False
682ab315,True,False,False
c1d047b5,True,False,False
5eff6d78,True,False,False
c360e990,True,False,False
39ab2684,True,False,False
d94f1dd5,True,False,False
5311f60f,True,False,False
7a12ddce,True,False,False
53c6100e,True,False,False
77e4e7b3,True,False,False
006cf530,True,False,False
89720b5b,True,False,False
8fa5886a,True,False,False
dfbe9f70,True,False,False
04ef7cdf,True,False,False
049801b6,True,False,False
17c821de,True,False,False
273810f2,True,False,False
450a6858,True,False,False
3467ceec,True,False,False
a19f9720,True,False,False
82831b80,True,False,False
3d473ea1,True,False,False
656594d9,True,False,False
e8ee8dc0,True,False,False
73bc7fb6,True,False,False
a5197a8b,True,False,False
a27d276d,True,False,False
33a679b4,True,False,False
b2419f7a,True,False,False
14b4beda,True,False,False
e93c2e87,True,False,False
dfc7df2a,True,False,False
f7bc255d,True,False,False
29FBDF7D,True,False,False
9E4D3873,True,False,False
1E46B522,True,False,False
6F3C101D,True,False,False
cce3e96e,True,False,False
48597193,True,False,False
a04eb9f5,True,False,False
9d079751,True,False,False
2ba28bc2,True,False,False
c958bf2d,True,False,False
ffa7e13e,True,False,False
47f27533,True,False,False
e5038a3e,True,False,False
bb749d31,True,False,False
2AA52DDF,True,False,False
A8A28E5B,True,False,False
94DDB53B,True,False,False
08AE47C1,True,False,False
A532D9CE,True,False,False
797DFE79,True,False,False
AE67F0A7,True,False,False
939166CE,True,False,False
856b7fe5,True,False,False
B29C89E1,True,False,False
aa4e2dd8,True,False,False
2ac5ab19,True,False,False
CC45F225,True,False,False
A9F5A541,True,False,False
62A765FE,True,False,False
FB9D31D4,True,False,False
B59C24F4,True,False,False
BC50439D,True,False,False
637AFB7A,True,False,False
D521C865,True,False,False
E536E7F6,True,False,False
94202120,True,False,False
B12AEE27,True,False,False
D00486C1,True,False,False
6E395B5D,True,False,False
AE832D8E,True,False,False
E8D91A02,True,False,False
0DB33EE7,True,False,False
B049A5A8,True,False,False
DFEAF807,True,False,False
005D0B63,True,False,False
2A001EAC,True,False,False
F7F3F097,True,False,False
AC68E09D,True,False,False
EAA75270,True,False,False
14253FE3,True,False,False
FE12791C,True,False,False
C23332C9,True,False,False
364D4762,True,False,False
7B0AC43C,True,False,False
93128005,True,False,False
AF15A60D,True,False,False
ACCD40B6,True,False,False
1EDE26CC,True,False,False
4957D156,True,False,False
21DE2F39,True,False,False
9A220956,True,False,False
A7EA95E0,True,False,False
EFEFC4C4,True,False,False
69FC80A0,True,False,False
E2D22525,True,False,False
913399D7,True,False,False
6A8FAEC2,True,False,False
66131B27,True,False,False
88047FCF,True,False,False
3F74793F,True,False,False
91B936FA,True,False,False
9DAC8A20,True,False,False
810C9823,True,False,False
2461740D,True,False,False
4F669BCD,True,False,False
5C5DEAAC,True,False,False
0B219162,True,False,False
5547F30C,True,False,False
00A9C64C,True,False,False
8193FBFB,True,False,False
3B8EE131,True,False,False
18A8340C,True,False,False
8D507E76,True,False,False
86663FDB,True,False,False
5E8224FF,True,False,False
BAF3885F,True,False,False
3850CC14,True,False,False
994052CD,True,False,False
97A0C6F7,True,False,False
E67CB496,True,False,False
1FD4BD73,True,False,False
72DCB378,True,False,False
FA87A9BF,True,False,False
B7C13C84,True,False,False
96E31A69,True,False,False
7E7ED612,True,False,False
B9EE44DF,True,False,False
D8BA1689,True,False,False
293A2F6A,True,False,False
1B0131DE,True,False,False
BC6BD21E,True,False,False
E703D8D9,True,False,False
128997AA,True,False,False
D7C7E174,True,False,False
A3C414EF,True,False,False
567A7D93,True,False,False
64A4FFA5,True,False,False
02A748A8,True,False,False
093B9AC2,True,False,False
BC6D7CCB,True,False,False
8D9E6599,True,False,False
E4E81CA8,True,False,False
5EE5DC2E,True,False,False
806D1CFE,True,False,False
EE259178,True,False,False
5A3E52F6,True,False,False
45FC82C6,True,False,False
F135B458,True,False,False
D51AFCBE,True,False,False
B8EDB990,True,False,False
3F0C49CF,True,False,False
2FE4B0F6,True,False,False
DB759C9A,True,False,False
66EECFED,True,False,False
5A8F60DB,True,False,False
1D3AC235,True,False,False
68B9AD1D,True,False,False
1CC1D9FD,True,False,False
EBF92326,True,False,False
E111130F,True,False,False
30EA1B30,True,False,False
B7010362,True,False,False
070EF07D,True,False,False
DCA30E64,True,False,False
9CA926F1,True,False,False
fc671377,False,True,False
69e0e4d9,False,True,False
eac31fe2,False,True,False
0a5231b0,False,True,False
794eb92f,False,True,False
3EF3DECB,False,True,False
35a3f505,False,True,False
97ce4fa4,False,True,False
ceef08c2,False,True,False
638c8e8b,False,True,False
6DB22AEA,False,True,False
7B74D046,False,True,False
9B227E1C,False,True,False
9fca6a91,False,True,False
f62e1d32,False,True,False
EEA2C1E0,False,True,False
2E194BF6,False,True,False
1e9a856a,False,True,False
98cb6ac9,False,True,False
887252E8,False,True,False
c08eeafe,False,True,False
75AA0FB8,False,True,False
9C306902,False,True,False
12a9fb4e,False,True,False
48fbc5d2,False,True,False
4276ecc3,False,True,False
357ab4bd,False,True,False
7e206961,False,True,False
B944523E,False,True,False
d0dbc3f3,False,True,False
56cfd26c,False,True,False
615c638d,False,True,False
7C8DAACB,False,True,False
65794348,False,True,False
9076806D,False,True,False
3abac01c,False,True,False
F5625E6F,False,True,False
1b685a91,False,True,False
d66c8a3b,False,True,False
022F845F,False,True,False
486396b5,False,True,False
4da187d6,False,True,False
85bc950b,False,True,False
938861e3,False,True,False
336165F7,False,True,False
789de56b,False,True,False
3d9c2588,False,True,False
3ff31173,False,True,False
8ea2278c,False,True,False
a455181a,False,True,False
55c88092,False,True,False
F9FDAB2C,False,True,False
1106521B,False,True,False
83625891,False,True,False
35E063D3,False,True,False
5826ea77,False,True,False
BAEA4392,False,True,False
BE2C0D9F,False,True,False
3508B4AD,False,True,False
B16A8F4B,False,True,False
D5284A3E,False,True,False
bc0857e2,False,True,False
3AEF89FD,False,True,False
EAA44029,False,True,False
c08ae7f5,False,True,False
CC608F45,False,True,False
D6AA9708,False,True,False
D81A8109,False,True,False
773B7CD9,False,True,False
d5180ed3,False,True,False
3226667C,False,True,False
66478CFF,False,True,False
19a1ff6e,False,True,False
41A4F992,False,True,False
89C0449A,False,True,False
3ADEDD93,False,True,False
37B2C4DC,False,True,False
2754A8FC,False,True,False
12419A50,False,True,False
1F484841,False,True,False
4AF63260,False,True,False
D3D3BDE3,False,True,False
C2A22DB8,False,True,False
74ABE42F,False,True,False
E323CECA,False,True,False
f3a4da33,False,True,False
94C9B5F6,False,True,False
9c2239e4,False,True,False
AFF4F6F0,False,True,False
a37c0e14,False,True,False
91ba65ea,False,True,False
76bba2e9,False,True,False
ec889984,False,True,False
F23402E5,False,False,True
715a6d3c,False,False,True
67cc16d6,False,False,True
4db19cdf,False,False,True
FC5811FB,False,False,True
a531abb4,False,False,True
46854f1c,False,False,True
FC717D92,False,False,True
3B036C1D,False,False,True
87A6A24E,False,False,True
b36f9bd5,False,False,True
b037f17b,False,False,True
8bac7e59,False,False,True
38cdb806,False,False,True
84C9CCDE,False,False,True
1F0E0B47,False,False,True
bf87760d,False,False,True
b52a09b0,False,False,True
1CA26D07,False,False,True
7DE86788,False,False,True
55bba0a1,False,False,True
44100402,False,False,True
47D39794,False,False,True
71ddeb47,False,False,True
18c475a1,False,False,True
ADD3D7FE,False,False,True
ca503755,False,False,True
b3511f16,False,False,True
E724E339,False,False,True
a5c24186,False,False,True
3b9a2273,False,False,True
68cf009b,False,False,True
5ada8b8e,False,False,True
6ac6fcb6,False,False,True
29d32315,False,False,True
10f8cd5e,False,False,True
3f676d40,False,False,True
954b3034,False,False,True
1e6bb223,False,False,True
372B4225,False,False,True
d8a5f4f9,False,False,True
d974c34b,False,False,True
140EAE71,False,False,True
c13d841b,False,False,True
30906c32,False,False,True
565F5F92,False,False,True
87f21980,False,False,True
300c3ae5,False,False,True
fbadb1d7,False,False,True
f84b4982,False,False,True
ABA46896,False,False,True
866ea89f,False,False,True
afdee2d7,False,False,True
CB5F5330,False,False,True
13E1C61C,False,False,True
E6434A29,False,False,True
7275EEF1,False,False,True
3a375f5f,False,False,True
EC2C42B5,False,False,True
78306056,False,False,True
d99a7299,False,False,True
85fe33f4,False,False,True
fdcc3157,False,False,True
830e3f78,False,False,True
6D7F0FFA,False,False,True
0B4C4C57,False,False,True
DB5B7519,False,False,True
BC3B786A,False,False,True
8e19c5b6,False,False,True
d68bdc5e,False,False,True
65455f33,False,False,True
84E38F4E,False,False,True
3747c586,False,False,True
F86A4811,False,False,True
B7D8DCCE,False,False,True
d890e850,False,False,True
3EB1265B,False,False,True
45CEAD98,False,False,True
7295A9F6,False,False,True
DCC24D30,False,False,True
787c4448,False,False,True
0783e269,False,False,True
422B7AF0,False,False,True
70CE98C1,False,False,True
3F8E704D,False,False,True
D53E267B,False,False,True
1E5D118D,False,False,True
AEA9169D,False,False,True
40D84E7D,False,False,True
13772b1c,False,False,True
f69967b8,False,False,True
71EDB6C0,False,False,True
ED8ADE3B,False,False,True
