,train,val,test
0,bfd320d3,751b1107,dd230cfa
1,9674290b,7d4f557d,C63E8820
2,10f8cd5e,E0FF78EF,F720CF55
3,d6248cf8,5ec99523,5E9F7E8F
4,38d515b4,938861e3,5F2DDC1A
5,81f8b962,afdee2d7,4da187d6
6,9d583339,2f0a5606,681dd573
7,8225cfd4,49598f26,8ea2278c
8,43959e95,e50fd25d,093c64f0
9,53D2B035,2c11c70b,E9BB41BE
10,2caeb5df,3f676d40,0075f8d7
11,8FA7DFCD,9b3a2c5c,9DC91DB0
12,13afd793,9B227E1C,d8a5f4f9
13,b36f9bd5,f3ea98d5,95280216
14,F2848BBF,1da979ff,2E194BF6
15,a06c9ca5,a29630d2,78EC26B2
16,206c2817,0c13b082,C4089710
17,bbfb3f8b,c08eeafe,28805E39
18,a2f02c84,5ada8b8e,bbd79ced
19,b85a8293,69e0e4d9,2f753bb4
20,1bd1c720,9fca6a91,5b7d8f64
21,69196ce3,b3511f16,04222a5c
22,6d933fa1,0EDB6818,615c638d
23,dc5b8d77,44100402,02168abf
24,f6512c55,560b8f9f,ca503755
25,85c55ab4,b584d650,E319BB3C
26,6a238433,1e328b6f,b682d92b
27,f386e709,3abac01c,da54fc65
28,67e52764,45890D8B,550d2568
29,38cdb806,249AAC4B,50F38125
30,47624bec,ea5f7fc4,fc671377
31,c7b1827d,d9298d58,c36faa05
32,01a24641,95cac7ed,D473A2D2
33,39FD616C,1e6bb223,A964B9A3
34,65794348,9C306902,0915cb6f
35,bddd6316,866ea89f,ABA46896
36,f79ddc05,e3affffd,54e2bdc1
37,E437BB00,3C25F016,97991078
38,71713A92,39B363CD,eac31fe2
39,53f1ec0a,d3846058,5D6F4225
40,996B7B9A,e78eaded,80afb4f3
41,E8C5CA5A,794eb92f,7C8DAACB
42,ea0763b1,e53ec6c8,45952baf
43,bf067de8,DD6F1D27,71ddeb47
44,1F0E0B47,6DB22AEA,e1440c30
45,FAD9A2F0,79F4D1A6,8872dd8e
46,3ed3ae76,24cc8660,396df9e6
47,84C9CCDE,c2a2e876,565F5F92
48,1CC3099A,3b9a2273,7796AE2F
49,C6853BCF,43BCA7B2,a33f52a7
50,58C308CD,3501F4D9,ADA07C08
51,E853A155,57C4FD28,B16A8F4B
52,022F845F,C99CCFC7,ADAF7B0F
53,17a6b1da,A90EB3F7,D2D6FCC6
54,3c2ee8f6,F9FDAB2C,3AEF89FD
55,E44DEEAC,A97D876A,971BE7D3
56,48a5a3fc,F1E38D60,CB5F5330
57,d0dbc3f3,CA71B178,573F2559
58,c0aa462a,E6434A29,F405475A
59,07c9ab3f,07B19B85,473181A7
60,0F0EECE2,AA58FA3E,B074DEBE
61,B27E1027,8192F868,123382DA
62,70d1897f,D2F473F4,5CA0FD93
63,55bba0a1,93128005,97F9F149
64,b74b690e,B9EE44DF,49B2A361
65,ac231cfd,DFEAF807,5eff6d78
66,3d2b326c,9d079751,DA670BF2
67,a5c24186,B7C13C84,D8BA1689
68,cb017dff,96E31A69,5EE5DC2E
69,1dc1c4fb,DB5B7519,d94f1dd5
70,9834000b,DCA30E64,c360e990
71,1f8b54d9,E703D8D9,3EB1265B
72,e27fcaa7,656594d9,89C0449A
73,26d14577,E536E7F6,3ADEDD93
74,f33af846,94202120,a27d276d
75,6a40609b,B12AEE27,3226667C
76,caac2fb6,F4174F1A,EE259178
77,be4a0246,2FE4B0F6,6A8FAEC2
78,e6cbc6db,0783e269,6E395B5D
79,f3299377,AC19245F,6D7F0FFA
80,fd80b9b2,E323CECA,d3da6f16
81,9d3bec1f,77e4e7b3,F3D67C35
82,59a3b421,450a6858,57F0B96B
83,cce78224,7295A9F6,5C5DEAAC
84,68cf009b,B0118472,0B219162
85,5c88395f,2ac5ab19,5547F30C
86,fbadb1d7,787c4448,00A9C64C
87,29f86b4c,AEA9169D,8193FBFB
88,095921d7,093B9AC2,3B8EE131
89,c77b7558,02A748A8,18A8340C
90,262f0e99,A3C414EF,773B7CD9
91,a6ed5255,82831b80,0DB33EE7
92,e2f7b4ce,5A8F60DB,8e19c5b6
93,ddae244f,8E4372BE,20459843
94,48d043e8,938976FB,17c821de
95,b9fadea0,,DCC24D30
96,9f53f9e2,,a37c0e14
97,d66c8a3b,,EAA75270
98,2738922d,,6F4914E0
99,dc9f48a4,,129F53E0
100,1b685a91,,
101,4b46b786,,
102,EEA2C1E0,,
103,828E1165,,
104,5632396E,,
105,F5625E6F,,
106,887252E8,,
107,C21B27E4,,
108,130EA9F0,,
109,cb882331,,
110,efecabc0,,
111,789de56b,,
112,1e9a856a,,
113,beeee877,,
114,87ac4060,,
115,f897b21b,,
116,18b6d6e7,,
117,1a56e8e5,,
118,fc6a514f,,
119,05400469,,
120,861325d7,,
121,974f47b6,,
122,c807152d,,
123,f30694f7,,
124,077e7051,,
125,0a49c368,,
126,a53a55ed,,
127,d7e04665,,
128,6f3d1ec1,,
129,eeb51a80,,
130,486396b5,,
131,f56632b8,,
132,c13d841b,,
133,7b5ab331,,
134,2451bdbc,,
135,35a3f505,,
136,97ce4fa4,,
137,d974c34b,,
138,5bb96821,,
139,8bac7e59,,
140,be26bdc8,,
141,29d32315,,
142,ede57976,,
143,5f6fa5de,,
144,bf24e85e,,
145,6d00ac00,,
146,a998cc6f,,
147,c985d6a4,,
148,c3874ffc,,
149,954b3034,,
150,6cc0b334,,
151,92c7c348,,
152,b5b74b2d,,
153,4ce81ca5,,
154,9a23a831,,
155,c454abac,,
156,e7b639f3,,
157,8fdfe3f1,,
158,c4bb0354,,
159,941575cb,,
160,ecceeb39,,
161,4276ecc3,,
162,d780158b,,
163,22597d5c,,
164,18c475a1,,
165,1d063483,,
166,7552759a,,
167,ceef08c2,,
168,979ac1bc,,
169,d44fdcf0,,
170,90c14c89,,
171,657d1abf,,
172,ef46368c,,
173,4e1e4ab7,,
174,67cc16d6,,
175,7f3da3a1,,
176,4c3b083b,,
177,54659e9f,,
178,2ff53d7a,,
179,95E8398F,,
180,0963305A,,
181,38991588,,
182,B944523E,,
183,614D8D7D,,
184,0EB17121,,
185,CE682056,,
186,33EAAB31,,
187,4B82DB9B,,
188,C39D94E4,,
189,E7A9735A,,
190,7B74D046,,
191,14E6C96C,,
192,66F5343A,,
193,A584930A,,
194,4CD542E0,,
195,7732DE46,,
196,056F80C3,,
197,9076806D,,
198,D37DAF6F,,
199,75AA0FB8,,
200,5A7985BA,,
201,D6315769,,
202,D9E4CA77,,
203,12558019,,
204,3B9E62AC,,
205,47D39794,,
206,FC5811FB,,
207,103EF882,,
208,ADD3D7FE,,
209,590b650c,,
210,2f8b4ccb,,
211,8ed78985,,
212,4971f9c1,,
213,49d7d740,,
214,7e206961,,
215,b7ed6f65,,
216,25615528,,
217,e2dfdd69,,
218,30906c32,,
219,182dfca9,,
220,912c5a3d,,
221,3b4b3a5f,,
222,da190cd4,,
223,b40b5355,,
224,9f97b4b6,,
225,6fe545db,,
226,46854f1c,,
227,6c63360c,,
228,b037f17b,,
229,14bd85dc,,
230,71305f5c,,
231,9eb12eba,,
232,87afea97,,
233,e8ebf283,,
234,05212dc9,,
235,46d61a35,,
236,98cb6ac9,,
237,3d9c2588,,
238,55205080,,
239,e906e855,,
240,09207440,,
241,f2aac4d2,,
242,488e6d8d,,
243,2fed8120,,
244,f27af4bd,,
245,29c82ff0,,
246,69bb79f8,,
247,4f173713,,
248,badbc354,,
249,b52a09b0,,
250,52baec4e,,
251,0dc0a4bf,,
