,train,val,test
0,bfd320d3,c77b7558,3f15b28e
1,E9BB41BE,1eb3086c,3f676d40
2,bbd79ced,B5C9CA9F,e27fcaa7
3,9674290b,46854f1c,789de56b
4,10f8cd5e,6ac6fcb6,4758DFEF
5,d6248cf8,eafbba65,a53a55ed
6,ca503755,077e7051,b6b950fb
7,81f8b962,3e7c6f3c,22597d5c
8,9d583339,4276ecc3,95E8398F
9,8225cfd4,95de170e,18b6d6e7
10,43959e95,f33af846,afdee2d7
11,53D2B035,8FA7DFCD,9d3bec1f
12,2caeb5df,5f6fa5de,794eb92f
13,4da187d6,0dc0a4bf,0963305A
14,13afd793,5A7985BA,ede57976
15,F2848BBF,372B4225,4d59b151
16,938861e3,c7b1827d,291DEE77
17,95280216,a932e2c0,8ed78985
18,a06c9ca5,e965a765,29d32315
19,206c2817,b682d92b,02168abf
20,bbfb3f8b,31A6E902,E8C5CA5A
21,a2f02c84,ADD3D7FE,75AA0FB8
22,b85a8293,66c716c2,9a23a831
23,1bd1c720,38d515b4,34477dae
24,D473A2D2,7f3da3a1,0CC46AA4
25,69196ce3,98cb6ac9,b037f17b
26,6d933fa1,a531abb4,64CF8817
27,dc5b8d77,5D6F4225,f9c84121
28,f6512c55,910fae7d,78DA0827
29,9fca6a91,7D61411B,b36f9bd5
30,85c55ab4,70d1897f,c807152d
31,6a238433,29f86b4c,4544d10a
32,681dd573,c6fd2257,54659e9f
33,560b8f9f,65794348,5A010A2C
34,f386e709,D9E4CA77,44100402
35,71ddeb47,05400469,b7659f4b
36,38cdb806,41c51988,9b3a2c5c
37,47624bec,d8a5f4f9,9DC91DB0
38,01a24641,58C308CD,590b650c
39,39FD616C,31aff50a,C6853BCF
40,E437BB00,87afea97,093c64f0
41,3501F4D9,43BCA7B2,4c3b083b
42,71713A92,47D39794,3abac01c
43,53f1ec0a,9f53f9e2,d04f9dbf
44,996B7B9A,9834000b,C21B27E4
45,ea0763b1,b5b74b2d,67e52764
46,bf067de8,a907179e,48fbc5d2
47,1F0E0B47,0EB17121,39B363CD
48,FAD9A2F0,3d9c2588,a998cc6f
49,3ed3ae76,bddd6316,22c3e851
50,84C9CCDE,f79ddc05,1d063483
51,1CC3099A,270f84aa,E145D87F
52,E853A155,bfba9373,3a375f5f
53,45890D8B,49B2A361,4AE64138
54,022F845F,FA31AC9B,25A52BAA
55,C63E8820,15311E57,57C4FD28
56,17a6b1da,D2F473F4,C99CCFC7
57,3c2ee8f6,0fe86143,ABF28359
58,E44DEEAC,BE2C0D9F,473181A7
59,48a5a3fc,3508B4AD,CD2CCA5D
60,751b1107,0285FDDF,7410A3EA
61,d0dbc3f3,E6434A29,85fe33f4
62,c0aa462a,4D45F809,1D2AB7D2
63,ea5f7fc4,47C5A937,5CA0FD93
64,07c9ab3f,EBF92326,97F9F149
65,0F0EECE2,D51AFCBE,9A983740
66,B27E1027,913399D7,e8ee8dc0
67,55bba0a1,E4E81CA8,200621df
68,b74b690e,74ABE42F,2A001EAC
69,ac231cfd,02A748A8,48597193
70,e3affffd,4F1F04A5,DB759C9A
71,3d2b326c,9A220956,a5197a8b
72,a5c24186,33a679b4,2ac5ab19
73,cb017dff,27D9327E,FA87A9BF
74,1dc1c4fb,EFEFC4C4,ACCD40B6
75,1f8b54d9,882DD175,07E7992F
76,26d14577,66131B27,5F5DB6AD
77,6a40609b,B29C89E1,D3D3BDE3
78,caac2fb6,AFF4F6F0,D53E267B
79,be4a0246,A8A28E5B,7E42A7A6
80,e6cbc6db,B59C24F4,3CAF5087
81,f3299377,cce3e96e,3d473ea1
82,1e6bb223,714E8577,8D507E76
83,fd80b9b2,8fa5886a,86663FDB
84,da54fc65,BC6D7CCB,5E8224FF
85,59a3b421,939166CE,BAF3885F
86,cce78224,A7EA95E0,3850CC14
87,68cf009b,D7C7E174,994052CD
88,95cac7ed,EAA75270,97A0C6F7
89,5c88395f,69FC80A0,E67CB496
90,fbadb1d7,DA670BF2,1FD4BD73
91,095921d7,66478CFF,62D4F07B
92,262f0e99,,E703D8D9
93,a6ed5255,,E9472303
94,5ada8b8e,,E2D22525
95,e2f7b4ce,,F3853057
96,ddae244f,,76bba2e9
97,48d043e8,,1D3AC235
98,fc671377,,39db8eab
99,b9fadea0,,2754A8FC
100,d66c8a3b,,6F3C101D
101,2738922d,,
102,dc9f48a4,,
103,1b685a91,,
104,4b46b786,,
105,565F5F92,,
106,EEA2C1E0,,
107,828E1165,,
108,5632396E,,
109,DD6F1D27,,
110,78EC26B2,,
111,F5625E6F,,
112,887252E8,,
113,50F38125,,
114,130EA9F0,,
115,cb882331,,
116,efecabc0,,
117,1e9a856a,,
118,beeee877,,
119,87ac4060,,
120,f897b21b,,
121,e50fd25d,,
122,1a56e8e5,,
123,fc6a514f,,
124,a29630d2,,
125,861325d7,,
126,e1440c30,,
127,b584d650,,
128,974f47b6,,
129,615c638d,,
130,24cc8660,,
131,f30694f7,,
132,0a49c368,,
133,d7e04665,,
134,6f3d1ec1,,
135,eeb51a80,,
136,486396b5,,
137,f56632b8,,
138,c13d841b,,
139,7b5ab331,,
140,2451bdbc,,
141,35a3f505,,
142,97ce4fa4,,
143,d974c34b,,
144,5bb96821,,
145,1da979ff,,
146,5b7d8f64,,
147,8bac7e59,,
148,be26bdc8,,
149,3b9a2273,,
