,train,val,test
0,bfd320d3,3501F4D9,0a5231b0
1,E9BB41BE,7300af72,95cac7ed
2,bbd79ced,97991078,14bd85dc
3,9674290b,657d1abf,e6cbc6db
4,d6248cf8,32E022BA,87ac4060
5,ca503755,2451bdbc,ABA46896
6,38d515b4,4e1e4ab7,0c13b082
7,81f8b962,954b3034,a531abb4
8,9d583339,52404227,6e020ad3
9,8225cfd4,92c7c348,873A695C
10,43959e95,fc671377,B9EFDA21
11,53D2B035,38991588,24cc8660
12,2caeb5df,c77b7558,1fd7ba5f
13,8FA7DFCD,05400469,5ec99523
14,4da187d6,eac31fe2,5b7d8f64
15,13afd793,17a6b1da,b85a8293
16,b36f9bd5,e27fcaa7,6fe545db
17,F2848BBF,60ef3025,e3affffd
18,938861e3,564e51a3,67e52764
19,95280216,9eb12eba,afdee2d7
20,a06c9ca5,C63E8820,d04f9dbf
21,206c2817,5A010A2C,48d043e8
22,bbfb3f8b,D9E4CA77,3C25F016
23,a2f02c84,09207440,0ED42E9A
24,1bd1c720,fc6a514f,71ddeb47
25,D473A2D2,b7659f4b,941575cb
26,69196ce3,59a3b421,182dfca9
27,6d933fa1,46FEF9C4,95de170e
28,dc5b8d77,6ac6fcb6,65794348
29,f6512c55,a93bd551,4c3b083b
30,85c55ab4,9fca6a91,db0ceba9
31,6a238433,C54B9A26,E724E339
32,560b8f9f,F8F976F5,71713A92
33,f386e709,681dd573,d8a5f4f9
34,38cdb806,887252E8,da54fc65
35,47624bec,5bb96821,78EC26B2
36,c7b1827d,1d30af81,1dc1c4fb
37,01a24641,f897b21b,b9fadea0
38,39FD616C,130EA9F0,056F80C3
39,bddd6316,3f15b28e,F720CF55
40,f79ddc05,10f8cd5e,9E7036DB
41,E437BB00,357ab4bd,d3846058
42,5D6F4225,e7739945,b584d650
43,53f1ec0a,7d4f557d,97ce4fa4
44,996B7B9A,58C308CD,8ed78985
45,E8C5CA5A,c36faa05,715a6d3c
46,ea0763b1,5f6fa5de,f0fd74a8
47,bf067de8,a907179e,a29630d2
48,1F0E0B47,F23402E5,3B9E62AC
49,FAD9A2F0,022F845F,2b8db692
50,3ed3ae76,ecceeb39,b037f17b
51,84C9CCDE,a5c24186,07c9ab3f
52,1CC3099A,473181A7,eb0da21c
53,39B363CD,592BC1BB,d99a7299
54,C6853BCF,8D69EA34,3F291515
55,E853A155,47C5A937,8192F868
56,45890D8B,DB2F9FFE,BAEA4392
57,3c2ee8f6,6EEF0E01,D4136A31
58,E44DEEAC,85fe33f4,5CA0FD93
59,48a5a3fc,BC340CDF,97F9F149
60,751b1107,30C1C11C,2447532C
61,d0dbc3f3,c3febc9e,30a61e5b
62,c0aa462a,4AE64138,C997CBA5
63,ea5f7fc4,5011C41F,C89DD837
64,44100402,1EDE26CC,EA180EA6
65,0F0EECE2,422B7AF0,0DB33EE7
66,B27E1027,2FE4B0F6,049801b6
67,70d1897f,04ef7cdf,F7F3F097
68,55bba0a1,b2419f7a,AEA9169D
69,b74b690e,D51AFCBE,3226667C
70,ac231cfd,6B0E7DF6,0B4C4C57
71,3d2b326c,806D1CFE,2AA52DDF
72,cb017dff,E89BEA4D,1C2E563A
73,9834000b,9A220956,6F4914E0
74,1f8b54d9,CAFA0CE2,4F1F04A5
75,26d14577,7E42A7A6,DCA30E64
76,f33af846,5eff6d78,E35ED527
77,6a40609b,0783e269,EAA75270
78,caac2fb6,1CC1D9FD,e8ee8dc0
79,be4a0246,437BFD69,787c4448
80,f3299377,ACCD40B6,E536E7F6
81,1e6bb223,4F669BCD,94202120
82,fd80b9b2,EBF72BB6,B12AEE27
83,9d3bec1f,AFF4F6F0,46779418
84,cce78224,9c2239e4,CC608F45
85,68cf009b,ED8ADE3B,567A7D93
86,5c88395f,A532D9CE,B1F73FC7
87,fbadb1d7,5A8F60DB,F3F992D2
88,29f86b4c,C2CB0E94,84E38F4E
